 ,Area,Mean,Min,Max
1,1156,255,255,255
2,1250,255,255,255
3,1290,255,255,255
4,1406,255,255,255
5,1310,255,255,255
6,1127,255,255,255
7,1669,255,255,255
8,1152,255,255,255
9,1165,255,255,255
10,1204,255,255,255
11,1365,255,255,255
12,928,255,255,255
13,1161,255,255,255
14,998,255,255,255
15,1017,255,255,255
16,1462,255,255,255
17,1003,255,255,255
18,617,255,255,255
